DATE_TIME,TOTAL_YIELD
16-06-2020 20.15,7840965
16-06-2020 20.15,7402595
16-06-2020 20.15,7450201
16-06-2020 20.15,7267579
16-06-2020 20.15,7419556
16-06-2020 20.15,6764808
16-06-2020 20.15,7335882
16-06-2020 20.15,6518398
16-06-2020 20.15,6533549
16-06-2020 20.15,7420306
16-06-2020 20.15,6420371
16-06-2020 20.15,7409478
16-06-2020 20.15,7350947
16-06-2020 20.15,7255794
16-06-2020 20.15,7281035
16-06-2020 20.15,7022718
16-06-2020 20.15,7245385
16-06-2020 20.15,6577552
16-06-2020 20.15,7357362
16-06-2020 20.30,6479798
16-06-2020 20.30,6427532
16-06-2020 20.30,7231373
16-06-2020 20.30,7840965
16-06-2020 20.30,7402595
16-06-2020 20.30,7450201
16-06-2020 20.30,7267579
16-06-2020 20.30,7419556
16-06-2020 20.30,6764808
16-06-2020 20.30,7335882
16-06-2020 20.30,6518398
16-06-2020 20.30,6533549
16-06-2020 20.30,7420306
16-06-2020 20.30,6420371
16-06-2020 20.30,7409478
16-06-2020 20.30,7350947
16-06-2020 20.30,7255794
16-06-2020 20.30,7281035
16-06-2020 20.30,7022718
16-06-2020 20.30,7245385
16-06-2020 20.30,6577552
16-06-2020 20.30,7357362
16-06-2020 20.45,6479798
16-06-2020 20.45,6427532
16-06-2020 20.45,7231373
16-06-2020 20.45,7840965
16-06-2020 20.45,7402595
16-06-2020 20.45,7450201
16-06-2020 20.45,7267579
16-06-2020 20.45,7419556
16-06-2020 20.45,6764808
16-06-2020 20.45,7335882
16-06-2020 20.45,6518398
16-06-2020 20.45,6533549
16-06-2020 20.45,7420306
16-06-2020 20.45,6420371
16-06-2020 20.45,7409478
16-06-2020 20.45,7350947
16-06-2020 20.45,7255794
16-06-2020 20.45,7281035
16-06-2020 20.45,7022718
16-06-2020 20.45,7245385
16-06-2020 20.45,6577552
16-06-2020 20.45,7357362
16-06-2020 21.00,6479798
16-06-2020 21.00,6427532
16-06-2020 21.00,7231373
16-06-2020 21.00,7840965
16-06-2020 21.00,7402595
16-06-2020 21.00,7450201
16-06-2020 21.00,7267579
16-06-2020 21.00,7419556
16-06-2020 21.00,6764808
16-06-2020 21.00,7335882
16-06-2020 21.00,6518398
16-06-2020 21.00,6533549
16-06-2020 21.00,7420306
16-06-2020 21.00,6420371
16-06-2020 21.00,7409478
16-06-2020 21.00,7350947
16-06-2020 21.00,7255794
16-06-2020 21.00,7281035
16-06-2020 21.00,7022718
16-06-2020 21.00,7245385
16-06-2020 21.00,6577552
16-06-2020 21.00,7357362
16-06-2020 21.15,6479798
16-06-2020 21.15,6427532
16-06-2020 21.15,7231373
16-06-2020 21.15,7840965
16-06-2020 21.15,7402595
16-06-2020 21.15,7450201
16-06-2020 21.15,7267579
16-06-2020 21.15,7419556
16-06-2020 21.15,6764808
16-06-2020 21.15,7335882
16-06-2020 21.15,6518398
16-06-2020 21.15,6533549
16-06-2020 21.15,7420306
16-06-2020 21.15,6420371
16-06-2020 21.15,7409478
16-06-2020 21.15,7350947
16-06-2020 21.15,7255794
16-06-2020 21.15,7281035
16-06-2020 21.15,7022718
16-06-2020 21.15,7245385
16-06-2020 21.15,6577552
16-06-2020 21.15,7357362
16-06-2020 21.30,6479798
16-06-2020 21.30,6427532
16-06-2020 21.30,7231373
16-06-2020 21.30,7840965
16-06-2020 21.30,7402595
16-06-2020 21.30,7450201
16-06-2020 21.30,7267579
16-06-2020 21.30,7419556
16-06-2020 21.30,6764808
16-06-2020 21.30,7335882
16-06-2020 21.30,6518398
16-06-2020 21.30,6533549
16-06-2020 21.30,7420306
16-06-2020 21.30,6420371
16-06-2020 21.30,7409478
16-06-2020 21.30,7350947
16-06-2020 21.30,7255794
16-06-2020 21.30,7281035
16-06-2020 21.30,7022718
16-06-2020 21.30,7245385
16-06-2020 21.30,6577552
16-06-2020 21.30,7357362
16-06-2020 21.45,6479798
16-06-2020 21.45,6427532
16-06-2020 21.45,7231373
16-06-2020 21.45,7840965
16-06-2020 21.45,7402595
16-06-2020 21.45,7450201
16-06-2020 21.45,7267579
16-06-2020 21.45,7419556
16-06-2020 21.45,6764808
16-06-2020 21.45,7335882
16-06-2020 21.45,6518398
16-06-2020 21.45,6533549
16-06-2020 21.45,7420306
16-06-2020 21.45,6420371
16-06-2020 21.45,7409478
16-06-2020 21.45,7350947
16-06-2020 21.45,7255794
16-06-2020 21.45,7281035
16-06-2020 21.45,7022718
16-06-2020 21.45,7245385
16-06-2020 21.45,6577552
16-06-2020 21.45,7357362
16-06-2020 22.00,6479798
16-06-2020 22.00,6427532
16-06-2020 22.00,7231373
16-06-2020 22.00,7840965
16-06-2020 22.00,7402595
16-06-2020 22.00,7450201
16-06-2020 22.00,7267579
16-06-2020 22.00,7419556
16-06-2020 22.00,6764808
16-06-2020 22.00,7335882
16-06-2020 22.00,6518398
16-06-2020 22.00,6533549
16-06-2020 22.00,7420306
16-06-2020 22.00,6420371
16-06-2020 22.00,7409478
16-06-2020 22.00,7350947
16-06-2020 22.00,7255794
16-06-2020 22.00,7281035
16-06-2020 22.00,7022718
16-06-2020 22.00,7245385
16-06-2020 22.00,6577552
16-06-2020 22.00,7357362
16-06-2020 22.15,6479798
16-06-2020 22.15,6427532
16-06-2020 22.15,7231373
16-06-2020 22.15,7840965
16-06-2020 22.15,7402595
16-06-2020 22.15,7450201
16-06-2020 22.15,7267579
16-06-2020 22.15,7419556
16-06-2020 22.15,6764808
16-06-2020 22.15,7335882
16-06-2020 22.15,6518398
16-06-2020 22.15,6533549
16-06-2020 22.15,7420306
16-06-2020 22.15,6420371
16-06-2020 22.15,7409478
16-06-2020 22.15,7350947
16-06-2020 22.15,7255794
16-06-2020 22.15,7281035
16-06-2020 22.15,7022718
16-06-2020 22.15,7245385
16-06-2020 22.15,6577552
16-06-2020 22.15,7357362
16-06-2020 22.30,6479798
16-06-2020 22.30,6427532
16-06-2020 22.30,7231373
16-06-2020 22.30,7840965
16-06-2020 22.30,7402595
16-06-2020 22.30,7450201
16-06-2020 22.30,7267579
16-06-2020 22.30,7419556
16-06-2020 22.30,6764808
16-06-2020 22.30,7335882
16-06-2020 22.30,6518398
16-06-2020 22.30,6533549
16-06-2020 22.30,7420306
16-06-2020 22.30,6420371
16-06-2020 22.30,7409478
16-06-2020 22.30,7350947
16-06-2020 22.30,7255794
16-06-2020 22.30,7281035
16-06-2020 22.30,7022718
16-06-2020 22.30,7245385
16-06-2020 22.30,6577552
16-06-2020 22.30,7357362
16-06-2020 22.45,6479798
16-06-2020 22.45,6427532
16-06-2020 22.45,7231373
16-06-2020 22.45,7840965
16-06-2020 22.45,7402595
16-06-2020 22.45,7450201
16-06-2020 22.45,7267579
16-06-2020 22.45,7419556
16-06-2020 22.45,6764808
16-06-2020 22.45,7335882
16-06-2020 22.45,6518398
16-06-2020 22.45,6533549
16-06-2020 22.45,7420306
16-06-2020 22.45,6420371
16-06-2020 22.45,7409478
16-06-2020 22.45,7350947
16-06-2020 22.45,7255794
16-06-2020 22.45,7281035
16-06-2020 22.45,7022718
16-06-2020 22.45,7245385
16-06-2020 22.45,6577552
16-06-2020 22.45,7357362
16-06-2020 23.00,6479798
16-06-2020 23.00,6427532
16-06-2020 23.00,7231373
16-06-2020 23.00,7840965
16-06-2020 23.00,7402595
16-06-2020 23.00,7450201
16-06-2020 23.00,7267579
16-06-2020 23.00,7419556
16-06-2020 23.00,6764808
16-06-2020 23.00,7335882
16-06-2020 23.00,6518398
16-06-2020 23.00,6533549
16-06-2020 23.00,7420306
16-06-2020 23.00,6420371
16-06-2020 23.00,7409478
16-06-2020 23.00,7350947
16-06-2020 23.00,7255794
16-06-2020 23.00,7281035
16-06-2020 23.00,7022718
16-06-2020 23.00,7245385
16-06-2020 23.00,6577552
16-06-2020 23.00,7357362
16-06-2020 23.15,6479798
16-06-2020 23.15,6427532
16-06-2020 23.15,7231373
16-06-2020 23.15,7840965
16-06-2020 23.15,7402595
16-06-2020 23.15,7450201
16-06-2020 23.15,7267579
16-06-2020 23.15,7419556
16-06-2020 23.15,6764808
16-06-2020 23.15,7335882
16-06-2020 23.15,6518398
16-06-2020 23.15,6533549
16-06-2020 23.15,7420306
16-06-2020 23.15,6420371
16-06-2020 23.15,7409478
16-06-2020 23.15,7350947
16-06-2020 23.15,7255794
16-06-2020 23.15,7281035
16-06-2020 23.15,7022718
16-06-2020 23.15,7245385
16-06-2020 23.15,6577552
16-06-2020 23.15,7357362
16-06-2020 23.30,6479798
16-06-2020 23.30,6427532
16-06-2020 23.30,7231373
16-06-2020 23.30,7840965
16-06-2020 23.30,7402595
16-06-2020 23.30,7450201
16-06-2020 23.30,7267579
16-06-2020 23.30,7419556
16-06-2020 23.30,6764808
16-06-2020 23.30,7335882
16-06-2020 23.30,6518398
16-06-2020 23.30,6533549
16-06-2020 23.30,7420306
16-06-2020 23.30,6420371
16-06-2020 23.30,7409478
16-06-2020 23.30,7350947
16-06-2020 23.30,7255794
16-06-2020 23.30,7281035
16-06-2020 23.30,7022718
16-06-2020 23.30,7245385
16-06-2020 23.30,6577552
16-06-2020 23.30,7357362
16-06-2020 23.45,6479798
16-06-2020 23.45,6427532
16-06-2020 23.45,7231373
16-06-2020 23.45,7840965
16-06-2020 23.45,7402595
16-06-2020 23.45,7450201
16-06-2020 23.45,7267579
16-06-2020 23.45,7419556
16-06-2020 23.45,6764808
16-06-2020 23.45,7335882
16-06-2020 23.45,6518398
16-06-2020 23.45,6533549
16-06-2020 23.45,7420306
16-06-2020 23.45,6420371
16-06-2020 23.45,7409478
16-06-2020 23.45,7350947
16-06-2020 23.45,7255794
16-06-2020 23.45,7281035
16-06-2020 23.45,7022718
16-06-2020 23.45,7245385
16-06-2020 23.45,6577552
16-06-2020 23.45,7357362
17-06-2020 0.00,6479798
17-06-2020 0.00,6427532
17-06-2020 0.00,7231373
17-06-2020 0.00,7840965
17-06-2020 0.00,7402595
17-06-2020 0.00,7450201
17-06-2020 0.00,7267579
17-06-2020 0.00,7419556
17-06-2020 0.00,6764808
17-06-2020 0.00,7335882
17-06-2020 0.00,6518398
17-06-2020 0.00,6533549
17-06-2020 0.00,7420306
17-06-2020 0.00,6420371
17-06-2020 0.00,7409478
17-06-2020 0.00,7350947
17-06-2020 0.00,7255794
17-06-2020 0.00,7281035
17-06-2020 0.00,7022718
17-06-2020 0.00,7245385
17-06-2020 0.00,6577552
17-06-2020 0.00,7357362
17-06-2020 0.15,6479798
17-06-2020 0.15,6427532
17-06-2020 0.15,7231373
17-06-2020 0.15,7840965
17-06-2020 0.15,7402595
17-06-2020 0.15,7450201
17-06-2020 0.15,7267579
17-06-2020 0.15,7419556
17-06-2020 0.15,6764808
17-06-2020 0.15,7335882
17-06-2020 0.15,6518398
17-06-2020 0.15,6533549
17-06-2020 0.15,7420306
17-06-2020 0.15,6420371
17-06-2020 0.15,7409478
17-06-2020 0.15,7350947
17-06-2020 0.15,7255794
17-06-2020 0.15,7281035
17-06-2020 0.15,7022718
17-06-2020 0.15,7245385
17-06-2020 0.15,6577552
17-06-2020 0.15,7357362
17-06-2020 0.30,6479798
17-06-2020 0.30,6427532
17-06-2020 0.30,7231373
17-06-2020 0.30,7840965
17-06-2020 0.30,7402595
17-06-2020 0.30,7450201
17-06-2020 0.30,7267579
17-06-2020 0.30,7419556
17-06-2020 0.30,6764808
17-06-2020 0.30,7335882
17-06-2020 0.30,6518398
17-06-2020 0.30,6533549
17-06-2020 0.30,7420306
17-06-2020 0.30,6420371
17-06-2020 0.30,7409478
17-06-2020 0.30,7350947
17-06-2020 0.30,7255794
17-06-2020 0.30,7281035
17-06-2020 0.30,7022718
17-06-2020 0.30,7245385
17-06-2020 0.30,6577552
17-06-2020 0.30,7357362
17-06-2020 0.45,6479798
17-06-2020 0.45,6427532
17-06-2020 0.45,7231373
17-06-2020 0.45,7840965
17-06-2020 0.45,7402595
17-06-2020 0.45,7450201
17-06-2020 0.45,7267579
17-06-2020 0.45,7419556
17-06-2020 0.45,6764808
17-06-2020 0.45,7335882
17-06-2020 0.45,6518398
17-06-2020 0.45,6533549
17-06-2020 0.45,7420306
17-06-2020 0.45,6420371
17-06-2020 0.45,7409478
17-06-2020 0.45,7350947
17-06-2020 0.45,7255794
17-06-2020 0.45,7281035
17-06-2020 0.45,7022718
17-06-2020 0.45,7245385
17-06-2020 0.45,6577552
17-06-2020 0.45,7357362
17-06-2020 1.00,6479798
17-06-2020 1.00,6427532
17-06-2020 1.00,7231373
17-06-2020 1.00,7840965
17-06-2020 1.00,7402595
17-06-2020 1.00,7450201
17-06-2020 1.00,7267579
17-06-2020 1.00,7419556
17-06-2020 1.00,6764808
17-06-2020 1.00,7335882
17-06-2020 1.00,6518398
17-06-2020 1.00,6533549
17-06-2020 1.00,7420306
17-06-2020 1.00,6420371
17-06-2020 1.00,7409478
17-06-2020 1.00,7350947
17-06-2020 1.00,7255794
17-06-2020 1.00,7281035
17-06-2020 1.00,7022718
17-06-2020 1.00,7245385
17-06-2020 1.00,6577552
17-06-2020 1.00,7357362
17-06-2020 1.15,6479798
17-06-2020 1.15,6427532
17-06-2020 1.15,7231373
17-06-2020 1.15,7840965
17-06-2020 1.15,7402595
17-06-2020 1.15,7450201
17-06-2020 1.15,7267579
17-06-2020 1.15,7419556
17-06-2020 1.15,6764808
17-06-2020 1.15,7335882
17-06-2020 1.15,6518398
17-06-2020 1.15,6533549
17-06-2020 1.15,7420306
17-06-2020 1.15,6420371
17-06-2020 1.15,7409478
17-06-2020 1.15,7350947
17-06-2020 1.15,7255794
17-06-2020 1.15,7281035
17-06-2020 1.15,7022718
17-06-2020 1.15,7245385
17-06-2020 1.15,6577552
17-06-2020 1.15,7357362
17-06-2020 1.30,6479798
17-06-2020 1.30,6427532
17-06-2020 1.30,7231373
17-06-2020 1.30,7840965
17-06-2020 1.30,7402595
17-06-2020 1.30,7450201
17-06-2020 1.30,7267579
17-06-2020 1.30,7419556
17-06-2020 1.30,6764808
17-06-2020 1.30,7335882
17-06-2020 1.30,6518398
17-06-2020 1.30,6533549
17-06-2020 1.30,7420306
17-06-2020 1.30,6420371
17-06-2020 1.30,7409478
17-06-2020 1.30,7350947
17-06-2020 1.30,7255794
17-06-2020 1.30,7281035
17-06-2020 1.30,7022718
17-06-2020 1.30,7245385
17-06-2020 1.30,6577552
17-06-2020 1.30,7357362
17-06-2020 1.45,6479798
17-06-2020 1.45,6427532
17-06-2020 1.45,7231373
17-06-2020 1.45,7840965
17-06-2020 1.45,7402595
17-06-2020 1.45,7450201
17-06-2020 1.45,7267579
17-06-2020 1.45,7419556
17-06-2020 1.45,6764808
17-06-2020 1.45,7335882
17-06-2020 1.45,6518398
17-06-2020 1.45,6533549
17-06-2020 1.45,7420306
17-06-2020 1.45,6420371
17-06-2020 1.45,7409478
17-06-2020 1.45,7350947
17-06-2020 1.45,7255794
17-06-2020 1.45,7281035
17-06-2020 1.45,7022718
17-06-2020 1.45,7245385
17-06-2020 1.45,6577552
17-06-2020 1.45,7357362
17-06-2020 2.00,6479798
17-06-2020 2.00,6427532
17-06-2020 2.00,7231373
17-06-2020 2.00,7840965
17-06-2020 2.00,7402595
17-06-2020 2.00,7450201
17-06-2020 2.00,7267579
17-06-2020 2.00,7419556
17-06-2020 2.00,6764808
17-06-2020 2.00,7335882
17-06-2020 2.00,6518398
17-06-2020 2.00,6533549
17-06-2020 2.00,7420306
17-06-2020 2.00,6420371
17-06-2020 2.00,7409478
17-06-2020 2.00,7350947
17-06-2020 2.00,7255794
17-06-2020 2.00,7281035
17-06-2020 2.00,7022718
17-06-2020 2.00,7245385
17-06-2020 2.00,6577552
17-06-2020 2.00,7357362
17-06-2020 2.15,6479798
17-06-2020 2.15,6427532
17-06-2020 2.15,7231373
17-06-2020 2.15,7840965
17-06-2020 2.15,7402595
17-06-2020 2.15,7450201
17-06-2020 2.15,7267579
17-06-2020 2.15,7419556
17-06-2020 2.15,6764808
17-06-2020 2.15,7335882
17-06-2020 2.15,6518398
17-06-2020 2.15,6533549
17-06-2020 2.15,7420306
17-06-2020 2.15,6420371
17-06-2020 2.15,7409478
17-06-2020 2.15,7350947
17-06-2020 2.15,7255794
17-06-2020 2.15,7281035
17-06-2020 2.15,7022718
17-06-2020 2.15,7245385
17-06-2020 2.15,6577552
17-06-2020 2.15,7357362
17-06-2020 2.30,6479798
17-06-2020 2.30,6427532
17-06-2020 2.30,7231373
17-06-2020 2.30,7840965
17-06-2020 2.30,7402595
17-06-2020 2.30,7450201
17-06-2020 2.30,7267579
17-06-2020 2.30,7419556
17-06-2020 2.30,6764808
17-06-2020 2.30,7335882
17-06-2020 2.30,6518398
17-06-2020 2.30,6533549
17-06-2020 2.30,7420306
17-06-2020 2.30,6420371
17-06-2020 2.30,7409478
17-06-2020 2.30,7350947
17-06-2020 2.30,7255794
17-06-2020 2.30,7281035
17-06-2020 2.30,7022718
17-06-2020 2.30,7245385
17-06-2020 2.30,6577552
17-06-2020 2.30,7357362
17-06-2020 2.45,6479798
17-06-2020 2.45,6427532
17-06-2020 2.45,7231373
17-06-2020 2.45,7840965
17-06-2020 2.45,7402595
17-06-2020 2.45,7450201
17-06-2020 2.45,7267579
17-06-2020 2.45,7419556
17-06-2020 2.45,6764808
17-06-2020 2.45,7335882
17-06-2020 2.45,6518398
17-06-2020 2.45,6533549
17-06-2020 2.45,7420306
17-06-2020 2.45,6420371
17-06-2020 2.45,7409478
17-06-2020 2.45,7350947
17-06-2020 2.45,7255794
17-06-2020 2.45,7281035
17-06-2020 2.45,7022718
17-06-2020 2.45,7245385
17-06-2020 2.45,6577552
17-06-2020 2.45,7357362
17-06-2020 3.00,6479798
17-06-2020 3.00,6427532
17-06-2020 3.00,7231373
17-06-2020 3.00,7840965
17-06-2020 3.00,7402595
17-06-2020 3.00,7450201
17-06-2020 3.00,7267579
17-06-2020 3.00,7419556
17-06-2020 3.00,6764808
17-06-2020 3.00,7335882
17-06-2020 3.00,6518398
17-06-2020 3.00,6533549
17-06-2020 3.00,7420306
17-06-2020 3.00,6420371
17-06-2020 3.00,7409478
17-06-2020 3.00,7350947
17-06-2020 3.00,7255794
17-06-2020 3.00,7281035
17-06-2020 3.00,7022718
17-06-2020 3.00,7245385
17-06-2020 3.00,6577552
17-06-2020 3.00,7357362
17-06-2020 3.15,6479798
17-06-2020 3.15,6427532
17-06-2020 3.15,7231373
17-06-2020 3.15,7840965
17-06-2020 3.15,7402595
17-06-2020 3.15,7450201
17-06-2020 3.15,7267579
17-06-2020 3.15,7419556
17-06-2020 3.15,6764808
17-06-2020 3.15,7335882
17-06-2020 3.15,6518398
17-06-2020 3.15,6533549
17-06-2020 3.15,7420306
17-06-2020 3.15,6420371
17-06-2020 3.15,7409478
17-06-2020 3.15,7350947
17-06-2020 3.15,7255794
17-06-2020 3.15,7281035
17-06-2020 3.15,7022718
17-06-2020 3.15,7245385
17-06-2020 3.15,6577552
17-06-2020 3.15,7357362
17-06-2020 3.30,6479798
17-06-2020 3.30,6427532
17-06-2020 3.30,7231373
17-06-2020 3.30,7840965
17-06-2020 3.30,7402595
17-06-2020 3.30,7450201
17-06-2020 3.30,7267579
17-06-2020 3.30,7419556
17-06-2020 3.30,6764808
17-06-2020 3.30,7335882
17-06-2020 3.30,6518398
17-06-2020 3.30,6533549
17-06-2020 3.30,7420306
17-06-2020 3.30,6420371
17-06-2020 3.30,7409478
17-06-2020 3.30,7350947
17-06-2020 3.30,7255794
17-06-2020 3.30,7281035
17-06-2020 3.30,7022718
17-06-2020 3.30,7245385
17-06-2020 3.30,6577552
17-06-2020 3.30,7357362
17-06-2020 3.45,6479798
17-06-2020 3.45,6427532
17-06-2020 3.45,7231373
17-06-2020 3.45,7840965
17-06-2020 3.45,7402595
17-06-2020 3.45,7450201
17-06-2020 3.45,7267579
17-06-2020 3.45,7419556
17-06-2020 3.45,6764808
17-06-2020 3.45,7335882
17-06-2020 3.45,6518398
17-06-2020 3.45,6533549
17-06-2020 3.45,7420306
17-06-2020 3.45,6420371
17-06-2020 3.45,7409478
17-06-2020 3.45,7350947
17-06-2020 3.45,7255794
17-06-2020 3.45,7281035
17-06-2020 3.45,7022718
17-06-2020 3.45,7245385
17-06-2020 3.45,6577552
17-06-2020 3.45,7357362
17-06-2020 4.00,6479798
17-06-2020 4.00,6427532
17-06-2020 4.00,7231373
17-06-2020 4.00,7840965
17-06-2020 4.00,7402595
17-06-2020 4.00,7450201
17-06-2020 4.00,7267579
17-06-2020 4.00,7419556
17-06-2020 4.00,6764808
17-06-2020 4.00,7335882
17-06-2020 4.00,6518398
17-06-2020 4.00,6533549
17-06-2020 4.00,7420306
17-06-2020 4.00,6420371
17-06-2020 4.00,7409478
17-06-2020 4.00,7350947
17-06-2020 4.00,7255794
17-06-2020 4.00,7281035
17-06-2020 4.00,7022718
17-06-2020 4.00,7245385
17-06-2020 4.00,6577552
17-06-2020 4.00,7357362
17-06-2020 4.15,6479798
17-06-2020 4.15,6427532
17-06-2020 4.15,7231373
17-06-2020 4.15,7840965
17-06-2020 4.15,7402595
17-06-2020 4.15,7450201
17-06-2020 4.15,7267579
17-06-2020 4.15,7419556
17-06-2020 4.15,6764808
17-06-2020 4.15,7335882
17-06-2020 4.15,6518398
17-06-2020 4.15,6533549
17-06-2020 4.15,7420306
17-06-2020 4.15,6420371
17-06-2020 4.15,7409478
17-06-2020 4.15,7350947
17-06-2020 4.15,7255794
17-06-2020 4.15,7281035
17-06-2020 4.15,7022718
17-06-2020 4.15,7245385
17-06-2020 4.15,6577552
17-06-2020 4.15,7357362
17-06-2020 4.30,6479798
17-06-2020 4.30,6427532
17-06-2020 4.30,7231373
17-06-2020 4.30,7840965
17-06-2020 4.30,7402595
17-06-2020 4.30,7450201
17-06-2020 4.30,7267579
17-06-2020 4.30,7419556
17-06-2020 4.30,6764808
17-06-2020 4.30,7335882
17-06-2020 4.30,6518398
17-06-2020 4.30,6533549
17-06-2020 4.30,7420306
17-06-2020 4.30,6420371
17-06-2020 4.30,7409478
17-06-2020 4.30,7350947
17-06-2020 4.30,7255794
17-06-2020 4.30,7281035
17-06-2020 4.30,7022718
17-06-2020 4.30,7245385
17-06-2020 4.30,6577552
17-06-2020 4.30,7357362
17-06-2020 4.45,6479798
17-06-2020 4.45,6427532
17-06-2020 4.45,7231373
17-06-2020 4.45,7840965
17-06-2020 4.45,7402595
17-06-2020 4.45,7450201
17-06-2020 4.45,7267579
17-06-2020 4.45,7419556
17-06-2020 4.45,6764808
17-06-2020 4.45,7335882
17-06-2020 4.45,6518398
17-06-2020 4.45,6533549
17-06-2020 4.45,7420306
17-06-2020 4.45,6420371
17-06-2020 4.45,7409478
17-06-2020 4.45,7350947
17-06-2020 4.45,7255794
17-06-2020 4.45,7281035
17-06-2020 4.45,7022718
17-06-2020 4.45,7245385
17-06-2020 4.45,6577552
17-06-2020 4.45,7357362
17-06-2020 5.00,6479798
17-06-2020 5.00,6427532
17-06-2020 5.00,7231373
17-06-2020 5.00,7840965
17-06-2020 5.00,7402595
17-06-2020 5.00,7450201
17-06-2020 5.00,7267579
17-06-2020 5.00,7419556
17-06-2020 5.00,6764808
17-06-2020 5.00,7335882
17-06-2020 5.00,6518398
17-06-2020 5.00,6533549
17-06-2020 5.00,7420306
17-06-2020 5.00,6420371
17-06-2020 5.00,7409478
17-06-2020 5.00,7350947
17-06-2020 5.00,7255794
17-06-2020 5.00,7281035
17-06-2020 5.00,7022718
17-06-2020 5.00,7245385
17-06-2020 5.00,6577552
17-06-2020 5.00,7357362
17-06-2020 5.15,6479798
17-06-2020 5.15,6427532
17-06-2020 5.15,7231373
17-06-2020 5.15,7840965
17-06-2020 5.15,7402595
17-06-2020 5.15,7450201
17-06-2020 5.15,7267579
17-06-2020 5.15,7419556
17-06-2020 5.15,6764808
17-06-2020 5.15,7335882
17-06-2020 5.15,6518398
17-06-2020 5.15,6533549
17-06-2020 5.15,7420306
17-06-2020 5.15,6420371
17-06-2020 5.15,7409478
17-06-2020 5.15,7350947
17-06-2020 5.15,7255794
17-06-2020 5.15,7281035
17-06-2020 5.15,7022718
17-06-2020 5.15,7245385
17-06-2020 5.15,6577552
17-06-2020 5.15,7357362
17-06-2020 5.30,6479798
17-06-2020 5.30,6427532
17-06-2020 5.30,7231373
17-06-2020 5.30,7840965
17-06-2020 5.30,7402595
17-06-2020 5.30,7450201
17-06-2020 5.30,7267579
17-06-2020 5.30,7419556
17-06-2020 5.30,6764808
17-06-2020 5.30,7335882
17-06-2020 5.30,6518398
17-06-2020 5.30,6533549
17-06-2020 5.30,7420306
17-06-2020 5.30,6420371
17-06-2020 5.30,7409478
17-06-2020 5.30,7350947
17-06-2020 5.30,7255794
17-06-2020 5.30,7281035
17-06-2020 5.30,7022718
17-06-2020 5.30,7245385
17-06-2020 5.30,6577552
17-06-2020 5.30,7357362
17-06-2020 5.45,6479798
17-06-2020 5.45,6427532
17-06-2020 5.45,7231373
17-06-2020 5.45,7840965
17-06-2020 5.45,7402595
17-06-2020 5.45,7450201
17-06-2020 5.45,7267579
17-06-2020 5.45,7419556
17-06-2020 5.45,6764808
17-06-2020 5.45,7335882
17-06-2020 5.45,6518398
17-06-2020 5.45,6533549
17-06-2020 5.45,7420306
17-06-2020 5.45,6420371
17-06-2020 5.45,7409478
17-06-2020 5.45,7350947
17-06-2020 5.45,7255794
17-06-2020 5.45,7281035
17-06-2020 5.45,7022718
17-06-2020 5.45,7245385
17-06-2020 5.45,6577552
17-06-2020 5.45,7357362
17-06-2020 6.00,6479798
17-06-2020 6.00,6427532
17-06-2020 6.00,7231373
17-06-2020 6.00,7840965
17-06-2020 6.00,7402595
17-06-2020 6.00,7450201
17-06-2020 6.00,7267579
17-06-2020 6.00,7419556
17-06-2020 6.00,6764808
17-06-2020 6.00,7335882
17-06-2020 6.00,6518398
17-06-2020 6.00,6533549
17-06-2020 6.00,7420306
17-06-2020 6.00,6420371
17-06-2020 6.00,7409478
17-06-2020 6.00,7350947
17-06-2020 6.00,7255794
17-06-2020 6.00,7281035
17-06-2020 6.00,7022718
17-06-2020 6.00,7245385
17-06-2020 6.00,6577552
17-06-2020 6.00,7357362
17-06-2020 6.45,6479798
17-06-2020 6.45,6427532
17-06-2020 6.45,7231373
17-06-2020 6.45,7840965
17-06-2020 6.45,7402595
17-06-2020 6.45,7450201
17-06-2020 6.45,7267579
17-06-2020 6.45,7419557
17-06-2020 6.45,6764808
17-06-2020 6.45,7335882
17-06-2020 6.45,6518399
17-06-2020 6.45,6533549
17-06-2020 6.45,7420306
17-06-2020 6.45,6420371
17-06-2020 6.45,7409478
17-06-2020 6.45,7350947
17-06-2020 6.45,7255794
17-06-2020 6.45,7281035
17-06-2020 6.45,7022718
17-06-2020 6.45,7245385
17-06-2020 6.45,6577552
17-06-2020 6.45,7357362
17-06-2020 7.00,6479812.75
17-06-2020 7.00,6427550.375
17-06-2020 7.00,7231390.875
17-06-2020 7.00,7840981.125
17-06-2020 7.00,7402609.143
17-06-2020 7.00,7450217.375
17-06-2020 7.00,7267596.5
17-06-2020 7.00,7419573.25
17-06-2020 7.00,6764824.125
17-06-2020 7.00,7335898.5
17-06-2020 7.00,6518417.5
17-06-2020 7.00,6533563.75
17-06-2020 7.00,7420322.625
17-06-2020 7.00,6420386.875
17-06-2020 7.00,7409495.125
17-06-2020 7.00,7350963.375
17-06-2020 7.00,7255808.143
17-06-2020 7.00,7281052.25
17-06-2020 7.00,7022734.25
17-06-2020 7.00,7245401.25
17-06-2020 7.00,6577569.25
17-06-2020 7.00,7357378.25
17-06-2020 7.15,6479850.429
17-06-2020 7.15,6427591.857
17-06-2020 7.15,7231431.286
17-06-2020 7.15,7841020.857
17-06-2020 7.15,7402650
17-06-2020 7.15,7450258.286
17-06-2020 7.15,7267636.286
