DATE_TIME,TOTAL_YIELD
16-05-2020 3.45,6345776
16-05-2020 3.45,7122116
16-05-2020 4.00,6265313
16-05-2020 4.00,6190002
16-05-2020 4.00,6994033
16-05-2020 4.00,7609076
16-05-2020 4.00,7165435
16-05-2020 4.00,7212666
16-05-2020 4.00,7034815
16-05-2020 4.00,7186257
16-05-2020 4.00,6528476
16-05-2020 4.00,7104360
16-05-2020 4.00,6277738
16-05-2020 4.00,6322510
16-05-2020 4.00,7184410
16-05-2020 4.00,6191360
16-05-2020 4.00,7175477
16-05-2020 4.00,7117866
16-05-2020 4.00,7023182
16-05-2020 4.00,7045068
16-05-2020 4.00,6788927
16-05-2020 4.00,7014252
16-05-2020 4.00,6345776
16-05-2020 4.00,7122116
16-05-2020 4.15,6265313
16-05-2020 4.15,6190002
16-05-2020 4.15,6994033
16-05-2020 4.15,7609076
16-05-2020 4.15,7165435
16-05-2020 4.15,7212666
16-05-2020 4.15,7034815
16-05-2020 4.15,7186257
16-05-2020 4.15,6528476
16-05-2020 4.15,7104360
16-05-2020 4.15,6277738
16-05-2020 4.15,6322510
16-05-2020 4.15,7184410
16-05-2020 4.15,6191360
16-05-2020 4.15,7175477
16-05-2020 4.15,7117866
16-05-2020 4.15,7023182
16-05-2020 4.15,7045068
16-05-2020 4.15,6788927
16-05-2020 4.15,7014252
16-05-2020 4.15,6345776
16-05-2020 4.15,7122116
16-05-2020 4.30,6265313
16-05-2020 4.30,6190002
16-05-2020 4.30,6994033
16-05-2020 4.30,7609076
16-05-2020 4.30,7165435
16-05-2020 4.30,7212666
16-05-2020 4.30,7034815
16-05-2020 4.30,7186257
16-05-2020 4.30,6528476
16-05-2020 4.30,7104360
16-05-2020 4.30,6277738
16-05-2020 4.30,6322510
16-05-2020 4.30,7184410
16-05-2020 4.30,6191360
16-05-2020 4.30,7175477
16-05-2020 4.30,7117866
16-05-2020 4.30,7023182
16-05-2020 4.30,7045068
16-05-2020 4.30,6788927
16-05-2020 4.30,7014252
16-05-2020 4.30,6345776
16-05-2020 4.30,7122116
16-05-2020 4.45,6265313
16-05-2020 4.45,6190002
16-05-2020 4.45,6994033
16-05-2020 4.45,7609076
16-05-2020 4.45,7165435
16-05-2020 4.45,7212666
16-05-2020 4.45,7034815
16-05-2020 4.45,7186257
16-05-2020 4.45,6528476
16-05-2020 4.45,7104360
16-05-2020 4.45,6277738
16-05-2020 4.45,6322510
16-05-2020 4.45,7184410
16-05-2020 4.45,6191360
16-05-2020 4.45,7175477
16-05-2020 4.45,7117866
16-05-2020 4.45,7023182
16-05-2020 4.45,7045068
16-05-2020 4.45,6788927
16-05-2020 4.45,7014252
16-05-2020 4.45,6345776
16-05-2020 4.45,7122116
16-05-2020 5.00,6265313
16-05-2020 5.00,6190002
16-05-2020 5.00,6994033
16-05-2020 5.00,7609076
16-05-2020 5.00,7165435
16-05-2020 5.00,7212666
16-05-2020 5.00,7034815
16-05-2020 5.00,7186257
16-05-2020 5.00,6528476
16-05-2020 5.00,7104360
16-05-2020 5.00,6277738
16-05-2020 5.00,6322510
16-05-2020 5.00,7184410
16-05-2020 5.00,6191360
16-05-2020 5.00,7175477
16-05-2020 5.00,7117866
16-05-2020 5.00,7023182
16-05-2020 5.00,7045068
16-05-2020 5.00,6788927
16-05-2020 5.00,7014252
16-05-2020 5.00,6345776
16-05-2020 5.00,7122116
16-05-2020 5.15,6265313
16-05-2020 5.15,6190002
16-05-2020 5.15,6994033
16-05-2020 5.15,7609076
16-05-2020 5.15,7165435
16-05-2020 5.15,7212666
16-05-2020 5.15,7034815
16-05-2020 5.15,7186257
16-05-2020 5.15,6528476
16-05-2020 5.15,7104360
16-05-2020 5.15,6277738
16-05-2020 5.15,6322510
16-05-2020 5.15,7184410
16-05-2020 5.15,6191360
16-05-2020 5.15,7175477
16-05-2020 5.15,7117866
16-05-2020 5.15,7023182
16-05-2020 5.15,7045068
16-05-2020 5.15,6788927
16-05-2020 5.15,7014252
16-05-2020 5.15,6345776
16-05-2020 5.15,7122116
16-05-2020 5.30,6265313
16-05-2020 5.30,6190002
16-05-2020 5.30,6994033
16-05-2020 5.30,7609076
16-05-2020 5.30,7165435
16-05-2020 5.30,7212666
16-05-2020 5.30,7034815
16-05-2020 5.30,7186257
16-05-2020 5.30,6528476
16-05-2020 5.30,7104360
16-05-2020 5.30,6277738
16-05-2020 5.30,6322510
16-05-2020 5.30,7184410
16-05-2020 5.30,6191360
16-05-2020 5.30,7175477
16-05-2020 5.30,7117866
16-05-2020 5.30,7023182
16-05-2020 5.30,7045068
16-05-2020 5.30,6788927
16-05-2020 5.30,7014252
16-05-2020 5.30,6345776
16-05-2020 5.30,7122116
16-05-2020 5.45,6265313
16-05-2020 5.45,6190002
16-05-2020 5.45,6994033
16-05-2020 5.45,7609076
16-05-2020 5.45,7165435
16-05-2020 5.45,7212666
16-05-2020 5.45,7034815
16-05-2020 5.45,7186257
16-05-2020 5.45,6528476
16-05-2020 5.45,7104360
16-05-2020 5.45,6277738
16-05-2020 5.45,6322510
16-05-2020 5.45,7184410
16-05-2020 5.45,6191360
16-05-2020 5.45,7175477
16-05-2020 5.45,7117866
16-05-2020 5.45,7023182
16-05-2020 5.45,7045068
16-05-2020 5.45,6788927
16-05-2020 5.45,7014252
16-05-2020 5.45,6345776
16-05-2020 5.45,7122116
16-05-2020 6.00,6265313
16-05-2020 6.00,6190002
16-05-2020 6.00,6994033
16-05-2020 6.00,7609076
16-05-2020 6.00,7165435.286
16-05-2020 6.00,7212666
16-05-2020 6.00,7034815
16-05-2020 6.00,7186257.143
16-05-2020 6.00,6528476
16-05-2020 6.00,7104360
16-05-2020 6.00,6277738
16-05-2020 6.00,6322510
16-05-2020 6.00,7184410
16-05-2020 6.00,6191360
16-05-2020 6.00,7175477.286
16-05-2020 6.00,7117866
16-05-2020 6.00,7023182.286
16-05-2020 6.00,7045068
16-05-2020 6.00,6788927
16-05-2020 6.00,7014252.571
16-05-2020 6.00,6345776
16-05-2020 6.00,7122116
16-05-2020 6.15,6265316.875
16-05-2020 6.15,6190005.714
16-05-2020 6.15,6994036.714
16-05-2020 6.15,7609079.75
16-05-2020 6.15,7165439.75
16-05-2020 6.15,7212670
16-05-2020 6.15,7034818.714
16-05-2020 6.15,7186261.875
16-05-2020 6.15,6528479.714
16-05-2020 6.15,7104364.25
16-05-2020 6.15,6277742.286
16-05-2020 6.15,6322514.25
16-05-2020 6.15,7184413.75
16-05-2020 6.15,6191363.714
16-05-2020 6.15,7175481.75
16-05-2020 6.15,7117869.75
16-05-2020 6.15,7023186.625
16-05-2020 6.15,7045072
16-05-2020 6.15,6788931.25
16-05-2020 6.15,7014257.25
16-05-2020 6.15,6345780.125
16-05-2020 6.15,7122119.625
16-05-2020 6.30,6265328.143
16-05-2020 6.30,6190019.25
16-05-2020 6.30,6994049.875
16-05-2020 6.30,7609092.429
16-05-2020 6.30,7165452.429
16-05-2020 6.30,7212682.857
16-05-2020 6.30,7034830.75
16-05-2020 6.30,7186274.143
16-05-2020 6.30,6528492.625
16-05-2020 6.30,7104376.286
16-05-2020 6.30,6277755.5
16-05-2020 6.30,6322526
16-05-2020 6.30,7184426.286
16-05-2020 6.30,6191376
16-05-2020 6.30,7175493.571
16-05-2020 6.30,7117882
16-05-2020 6.30,7023198.857
16-05-2020 6.30,7045084.286
16-05-2020 6.30,6788943.429
16-05-2020 6.30,7014270.143
16-05-2020 6.30,6345792.286
16-05-2020 6.30,7122132.286
16-05-2020 6.45,6265349.125
16-05-2020 6.45,6190041.857
16-05-2020 6.45,6994072.286
16-05-2020 6.45,7609112.857
16-05-2020 6.45,7165474.625
16-05-2020 6.45,7212704.286
16-05-2020 6.45,7034853.714
16-05-2020 6.45,7186294.714
16-05-2020 6.45,6528514.714
16-05-2020 6.45,7104396.571
16-05-2020 6.45,6277778.286
16-05-2020 6.45,6322546
16-05-2020 6.45,7184448
16-05-2020 6.45,6191397.857
16-05-2020 6.45,7175515.75
16-05-2020 6.45,7117904
16-05-2020 6.45,7023221.375
16-05-2020 6.45,7045106.5
16-05-2020 6.45,6788965.625
16-05-2020 6.45,7014292.125
16-05-2020 6.45,6345814.5
16-05-2020 6.45,7122154.375
16-05-2020 7.00,6265379.286
16-05-2020 7.00,6190073.143
16-05-2020 7.00,6994106.125
16-05-2020 7.00,7609145.25
16-05-2020 7.00,7165508
16-05-2020 7.00,7212737.375
16-05-2020 7.00,7034888.125
16-05-2020 7.00,7186327
16-05-2020 7.00,6528548.25
16-05-2020 7.00,7104428.125
16-05-2020 7.00,6277810.143
16-05-2020 7.00,6322576
16-05-2020 7.00,7184480.857
16-05-2020 7.00,6191430.125
16-05-2020 7.00,7175547.286
16-05-2020 7.00,7117936.429
16-05-2020 7.00,7023254.143
16-05-2020 7.00,7045138.714
16-05-2020 7.00,6788997.857
16-05-2020 7.00,7014324.286
16-05-2020 7.00,6345846.571
16-05-2020 7.00,7122186.429
16-05-2020 7.15,6265419.375
16-05-2020 7.15,6190117.125
16-05-2020 7.15,6994150.571
16-05-2020 7.15,7609188.286
16-05-2020 7.15,7165549.857
16-05-2020 7.15,7212781.286
16-05-2020 7.15,7034932.143
16-05-2020 7.15,7186369.429
16-05-2020 7.15,6528591.571
16-05-2020 7.15,7104471.429
16-05-2020 7.15,6277856
16-05-2020 7.15,6322616.625
16-05-2020 7.15,7184523.875
16-05-2020 7.15,6191472.571
16-05-2020 7.15,7175590.5
16-05-2020 7.15,7117979.5
16-05-2020 7.15,7023293.714
16-05-2020 7.15,7045182.125
16-05-2020 7.15,6789037.714
16-05-2020 7.15,7014364.429
16-05-2020 7.15,6345889.75
16-05-2020 7.15,7122229.875
16-05-2020 7.30,6265470.429
16-05-2020 7.30,6190172.286
16-05-2020 7.30,6994202.143
16-05-2020 7.30,7609241.875
16-05-2020 7.30,7165604.5
16-05-2020 7.30,7212836.625
16-05-2020 7.30,7034983.857
16-05-2020 7.30,7186422.75
16-05-2020 7.30,6528646.625
16-05-2020 7.30,7104525.125
16-05-2020 7.30,6277912
16-05-2020 7.30,6322666.857
16-05-2020 7.30,7184578
16-05-2020 7.30,6191526.25
16-05-2020 7.30,7175645.286
16-05-2020 7.30,7118034.143
16-05-2020 7.30,7023347.5
16-05-2020 7.30,7045236.429
16-05-2020 7.30,6789091.25
16-05-2020 7.30,7014418.875
16-05-2020 7.30,6345944.429
16-05-2020 7.30,7122283.571
16-05-2020 7.45,6265536.625
16-05-2020 7.45,6190245.375
16-05-2020 7.45,6994274.5
16-05-2020 7.45,7609314.714
16-05-2020 7.45,7165676.714
16-05-2020 7.45,7212909
16-05-2020 7.45,7035055.5
16-05-2020 7.45,7186492.857
16-05-2020 7.45,6528721.571
16-05-2020 7.45,7104594.857
16-05-2020 7.45,6277986.25
16-05-2020 7.45,6322733
16-05-2020 7.45,7184649.75
16-05-2020 7.45,6191598.714
16-05-2020 7.45,7175717.625
16-05-2020 7.45,7118101
16-05-2020 7.45,7023417.571
16-05-2020 7.45,7045309
16-05-2020 7.45,6789160.857
16-05-2020 7.45,7014490.571
16-05-2020 7.45,6346018
16-05-2020 7.45,7122350.143
16-05-2020 8.00,6265628.286
16-05-2020 8.00,6190344.857
16-05-2020 8.00,6994373.429
16-05-2020 8.00,7609409.75
16-05-2020 8.00,7165772.125
16-05-2020 8.00,7213007
16-05-2020 8.00,7035152
16-05-2020 8.00,7186586.5
16-05-2020 8.00,6528811
16-05-2020 8.00,7104687.75
16-05-2020 8.00,6278086.143
16-05-2020 8.00,6322820.714
16-05-2020 8.00,7184743.857
16-05-2020 8.00,6191686.571
16-05-2020 8.00,7175811
16-05-2020 8.00,7118194
16-05-2020 8.00,7023510.875
16-05-2020 8.00,7045404.143
16-05-2020 8.00,6789257
16-05-2020 8.00,7014584.875
16-05-2020 8.00,6346112.429
16-05-2020 8.00,7122444.625
16-05-2020 8.15,6265733
16-05-2020 8.15,6190462.75
16-05-2020 8.15,6994490.75
16-05-2020 8.15,7609520.714
16-05-2020 8.15,7165883
16-05-2020 8.15,7213124.857
16-05-2020 8.15,7035265
16-05-2020 8.15,7186695.429
16-05-2020 8.15,6528922.125
16-05-2020 8.15,7104795.714
16-05-2020 8.15,6278202.875
16-05-2020 8.15,6322927.5
16-05-2020 8.15,7184846.143
16-05-2020 8.15,6191794.75
16-05-2020 8.15,7175920
16-05-2020 8.15,7118302.429
16-05-2020 8.15,7023619.571
16-05-2020 8.15,7045517.25
16-05-2020 8.15,6789365.286
16-05-2020 8.15,7014693.714
16-05-2020 8.15,6346214.429
16-05-2020 8.15,7122556.143
16-05-2020 8.30,6265855.143
16-05-2020 8.30,6190597.286
16-05-2020 8.30,6994623.429
16-05-2020 8.30,7609650.25
16-05-2020 8.30,7166013.625
16-05-2020 8.30,7213257.875
16-05-2020 8.30,7035395.714
16-05-2020 8.30,7186827.875
16-05-2020 8.30,6529051.857
16-05-2020 8.30,7104923.125
16-05-2020 8.30,6278338.143
16-05-2020 8.30,6323048
16-05-2020 8.30,7184978.375
16-05-2020 8.30,6191920.571
16-05-2020 8.30,7176047.286
16-05-2020 8.30,7118428.75
16-05-2020 8.30,7023751.75
16-05-2020 8.30,7045646.857
16-05-2020 8.30,6789492.375
16-05-2020 8.30,7014821.5
16-05-2020 8.30,6346342.25
16-05-2020 8.30,7122684.125
16-05-2020 8.45,6266002.25
16-05-2020 8.45,6190760.875
16-05-2020 8.45,6994784.5
16-05-2020 8.45,7609804.571
16-05-2020 8.45,7166170.714
16-05-2020 8.45,7213417.571
16-05-2020 8.45,7035553.375
16-05-2020 8.45,7186982.143
16-05-2020 8.45,6529207.875
16-05-2020 8.45,7105076.714
16-05-2020 8.45,6278502
16-05-2020 8.45,6323191.875
16-05-2020 8.45,7185134.429
16-05-2020 8.45,6192072.75
16-05-2020 8.45,7176191.714
16-05-2020 8.45,7118582.571
16-05-2020 8.45,7023906.857
16-05-2020 8.45,7045792.857
16-05-2020 8.45,6789646
16-05-2020 8.45,7014975.714
16-05-2020 8.45,6346498.429
16-05-2020 8.45,7122840
16-05-2020 9.00,6266151.143
16-05-2020 9.00,6190928.429
16-05-2020 9.00,6994952.286
16-05-2020 9.00,7609964.5
16-05-2020 9.00,7166336.625
16-05-2020 9.00,7213582.125
16-05-2020 9.00,7035721.143
16-05-2020 9.00,7187140.375
16-05-2020 9.00,6529368.571
16-05-2020 9.00,7105234.375
16-05-2020 9.00,6278675.714
16-05-2020 9.00,6323339.571
16-05-2020 9.00,7185293.75
16-05-2020 9.00,6192229.143
16-05-2020 9.00,7176349.625
16-05-2020 9.00,7118741.5
16-05-2020 9.00,7024064.75
16-05-2020 9.00,7045951.75
16-05-2020 9.00,6789802.5
16-05-2020 9.00,7015132.5
16-05-2020 9.00,6346657.75
16-05-2020 9.00,7122998.625
16-05-2020 9.15,6266275
16-05-2020 9.15,6191082.5
16-05-2020 9.15,6995103
16-05-2020 9.15,7610109.857
16-05-2020 9.15,7166485
16-05-2020 9.15,7213730.429
16-05-2020 9.15,7035870.25
16-05-2020 9.15,7187286.143
16-05-2020 9.15,6529513.125
16-05-2020 9.15,7105383.429
16-05-2020 9.15,6278831.375
16-05-2020 9.15,6323461.429
16-05-2020 9.15,7185443.286
16-05-2020 9.15,6192372.75
16-05-2020 9.15,7176498
16-05-2020 9.15,7118894.571
16-05-2020 9.15,7024211.571
16-05-2020 9.15,7046101.143
16-05-2020 9.15,6789946.857
16-05-2020 9.15,7015279.571
16-05-2020 9.15,6346808
16-05-2020 9.15,7123147.571
16-05-2020 9.30,6266412
16-05-2020 9.30,6191229.143
16-05-2020 9.30,6995250.571
16-05-2020 9.30,7610253.5
16-05-2020 9.30,7166631.25
16-05-2020 9.30,7213878
16-05-2020 9.30,7036016.714
16-05-2020 9.30,7187427.5
16-05-2020 9.30,6529657.286
16-05-2020 9.30,7105526.875
16-05-2020 9.30,6278980
16-05-2020 9.30,6323595.375
16-05-2020 9.30,7185587.875
16-05-2020 9.30,6192511.857
16-05-2020 9.30,7176645.5
16-05-2020 9.30,7119038.25
16-05-2020 9.30,7024355.375
16-05-2020 9.30,7046246.625
16-05-2020 9.30,6790088
16-05-2020 9.30,7015425.75
16-05-2020 9.30,6346950.75
16-05-2020 9.30,7123292.625
16-05-2020 9.45,6266560.143
16-05-2020 9.45,6191399.875
16-05-2020 9.45,6995422.375
16-05-2020 9.45,7610412.571
16-05-2020 9.45,7166788.571
16-05-2020 9.45,7214042.286
16-05-2020 9.45,7036183.125
16-05-2020 9.45,7187583.857
16-05-2020 9.45,6529820.375
16-05-2020 9.45,7105681.571
16-05-2020 9.45,6279151
16-05-2020 9.45,6323742.143
16-05-2020 9.45,7185742.429
16-05-2020 9.45,6192668.125
16-05-2020 9.45,7176794.143
16-05-2020 9.45,7119191.714
16-05-2020 9.45,7024511.143
16-05-2020 9.45,7046396.857
16-05-2020 9.45,6790244.857
16-05-2020 9.45,7015578.571
16-05-2020 9.45,6347109.857
16-05-2020 9.45,7123447.286
16-05-2020 10.00,6266750.25
16-05-2020 10.00,6191606
16-05-2020 10.00,6995632.286
16-05-2020 10.00,7610614.5
16-05-2020 10.00,7166982.5
16-05-2020 10.00,7214253.25
16-05-2020 10.00,7036389.286
16-05-2020 10.00,7187779.875
16-05-2020 10.00,6530029
16-05-2020 10.00,7105872.625
16-05-2020 10.00,6279361.143
16-05-2020 10.00,6323931.125
16-05-2020 10.00,7185927
16-05-2020 10.00,6192868.714
16-05-2020 10.00,7176960.5
16-05-2020 10.00,7119367.875
16-05-2020 10.00,7024699.125
16-05-2020 10.00,7046565
16-05-2020 10.00,6790441.875
16-05-2020 10.00,7015768
16-05-2020 10.00,6347293.875
16-05-2020 10.00,7123627.5
16-05-2020 10.15,6266931.857
16-05-2020 10.15,6191765.375
16-05-2020 10.15,6995799.875
16-05-2020 10.15,7610776.857
16-05-2020 10.15,7167144.714
16-05-2020 10.15,7214427.857
16-05-2020 10.15,7036562.125
16-05-2020 10.15,7187940.286
16-05-2020 10.15,6530210.5
16-05-2020 10.15,7106025.714
16-05-2020 10.15,6279525.125
16-05-2020 10.15,6324097.714
16-05-2020 10.15,7186078.143
16-05-2020 10.15,6193036.625
16-05-2020 10.15,7177103.429
16-05-2020 10.15,7119512.429
16-05-2020 10.15,7024853
16-05-2020 10.15,7046710.714
16-05-2020 10.15,6790611.857
16-05-2020 10.15,7015933
16-05-2020 10.15,6347443
16-05-2020 10.15,7123776.143
16-05-2020 10.30,6267139.125
16-05-2020 10.30,6191991.286
16-05-2020 10.30,6996030.714
16-05-2020 10.30,7610982.857
16-05-2020 10.30,7167348.375
16-05-2020 10.30,7214641.571
16-05-2020 10.30,7036794.286
16-05-2020 10.30,7188127.429
16-05-2020 10.30,6530425.714
16-05-2020 10.30,7106219.286
16-05-2020 10.30,6279754.857
16-05-2020 10.30,6324300
16-05-2020 10.30,7186282.375
16-05-2020 10.30,6193238.286
16-05-2020 10.30,7177310
16-05-2020 10.30,7119716.875
16-05-2020 10.30,7025049
16-05-2020 10.30,7046916.5
16-05-2020 10.30,6790817.625
16-05-2020 10.30,7016135.625
16-05-2020 10.30,6347652.125
16-05-2020 10.30,7123971
16-05-2020 10.45,6267379.286
16-05-2020 10.45,6192192.143
16-05-2020 10.45,6996258.375
16-05-2020 10.45,7611204.375
16-05-2020 10.45,7167574.714
16-05-2020 10.45,7214881.125
16-05-2020 10.45,7037032
16-05-2020 10.45,7188353.5
16-05-2020 10.45,6530665.5
16-05-2020 10.45,7106434.5
16-05-2020 10.45,6279964.714
16-05-2020 10.45,6324526.429
16-05-2020 10.45,7186487.143
16-05-2020 10.45,6193464.375
16-05-2020 10.45,7177505.429
16-05-2020 10.45,7119906.571
16-05-2020 10.45,7025262.571
16-05-2020 10.45,7047114.714
16-05-2020 10.45,6791047.714
16-05-2020 10.45,7016360
16-05-2020 10.45,6347851.286
16-05-2020 10.45,7124179.714
16-05-2020 11.00,6267577.5
16-05-2020 11.00,6192409.75
16-05-2020 11.00,6996481.429
16-05-2020 11.00,7611411
16-05-2020 11.00,7167743.429
16-05-2020 11.00,7215096.857
16-05-2020 11.00,7037268
16-05-2020 11.00,7188542.857
16-05-2020 11.00,6530861.714
16-05-2020 11.00,7106633.571
16-05-2020 11.00,6280189.875
16-05-2020 11.00,6324718
16-05-2020 11.00,7186683.625
16-05-2020 11.00,6193646.857
16-05-2020 11.00,7177695.5
16-05-2020 11.00,7120098.625
16-05-2020 11.00,7025437
16-05-2020 11.00,7047304.375
16-05-2020 11.00,6791223.5
16-05-2020 11.00,7016528.25
16-05-2020 11.00,6348052.375
16-05-2020 11.00,7124368.75
16-05-2020 11.15,6267770.429
16-05-2020 11.15,6192620.286
16-05-2020 11.15,6996680.143
16-05-2020 11.15,7611612.75
16-05-2020 11.15,7167936.25
16-05-2020 11.15,7215302.625
16-05-2020 11.15,7037470.143
16-05-2020 11.15,7188740.375
16-05-2020 11.15,6531055.75
16-05-2020 11.15,7106829.875
16-05-2020 11.15,6280404.857
16-05-2020 11.15,6324903.143
16-05-2020 11.15,7186877.286
16-05-2020 11.15,6193836
16-05-2020 11.15,7177877.143
16-05-2020 11.15,7120286.857
16-05-2020 11.15,7025628.75
16-05-2020 11.15,7047487.857
16-05-2020 11.15,6791417.714
16-05-2020 11.15,7016719.571
16-05-2020 11.15,6348247.714
16-05-2020 11.15,7124560.857
16-05-2020 11.30,6267952
16-05-2020 11.30,6192805.375
16-05-2020 11.30,6996869.75
16-05-2020 11.30,7611795.714
16-05-2020 11.30,7168126.714
16-05-2020 11.30,7215492.429
16-05-2020 11.30,7037656.25
16-05-2020 11.30,7188924.143
16-05-2020 11.30,6531243.857
16-05-2020 11.30,7107009.143
16-05-2020 11.30,6280593
16-05-2020 11.30,6325079.25
16-05-2020 11.30,7187059.875
16-05-2020 11.30,6194018.714
16-05-2020 11.30,7178053.5
16-05-2020 11.30,7120463.25
16-05-2020 11.30,7025813
16-05-2020 11.30,7047667
16-05-2020 11.30,6791596.143
16-05-2020 11.30,7016898.714
16-05-2020 11.30,6348430.125
16-05-2020 11.30,7124741.875
16-05-2020 11.45,6268145.143
16-05-2020 11.45,6192982.571
16-05-2020 11.45,6997052.429
16-05-2020 11.45,7611976.625
16-05-2020 11.45,7168318.25
16-05-2020 11.45,7215686.125
16-05-2020 11.45,7037846
16-05-2020 11.45,7189110.875
16-05-2020 11.45,6531426.429
16-05-2020 11.45,7107191.125
16-05-2020 11.45,6280775
16-05-2020 11.45,6325261.714
16-05-2020 11.45,7187245.857
16-05-2020 11.45,6194194.143
16-05-2020 11.45,7178239.143
16-05-2020 11.45,7120647
16-05-2020 11.45,7025999
16-05-2020 11.45,7047856.571
16-05-2020 11.45,6791793.75
16-05-2020 11.45,7017092.125
16-05-2020 11.45,6348612.857
16-05-2020 11.45,7124928
16-05-2020 12.00,6268361.5
16-05-2020 12.00,6193210.875
16-05-2020 12.00,6997288.125
16-05-2020 12.00,7612199
16-05-2020 12.00,7168542.857
16-05-2020 12.00,7215916.714
16-05-2020 12.00,7038076.875
16-05-2020 12.00,7189332.429
16-05-2020 12.00,6531657.75
16-05-2020 12.00,7107409.857
16-05-2020 12.00,6281010.375
16-05-2020 12.00,6325470.125
16-05-2020 12.00,7187465
16-05-2020 12.00,6194418.75
16-05-2020 12.00,7178442.5
16-05-2020 12.00,7120846.143
16-05-2020 12.00,7026215.571
16-05-2020 12.00,7048065
16-05-2020 12.00,6792018.714
16-05-2020 12.00,7017315.429
16-05-2020 12.00,6348833.5
16-05-2020 12.00,7125135.571
16-05-2020 12.15,6268550.571
16-05-2020 12.15,6193431.857
16-05-2020 12.15,6997504.571
16-05-2020 12.15,7612401.5
16-05-2020 12.15,7168755
16-05-2020 12.15,7216122
16-05-2020 12.15,7038283.143
16-05-2020 12.15,7189536.875
16-05-2020 12.15,6531862.429
16-05-2020 12.15,7107618.625
16-05-2020 12.15,6281230
16-05-2020 12.15,6325652.571
16-05-2020 12.15,7187685.286
16-05-2020 12.15,6194619.143
16-05-2020 12.15,7178658.571
16-05-2020 12.15,7121066.125
16-05-2020 12.15,7026425.625
16-05-2020 12.15,7048284.857
16-05-2020 12.15,6792225.125
16-05-2020 12.15,7017526.125
16-05-2020 12.15,6349054
16-05-2020 12.15,7125361
16-05-2020 12.30,6268763.125
16-05-2020 12.30,6193656.125
16-05-2020 12.30,6997738.75
16-05-2020 12.30,7612628.571
16-05-2020 12.30,7168964.143
16-05-2020 12.30,7216355.571
16-05-2020 12.30,7038513.5
16-05-2020 12.30,7189747.857
16-05-2020 12.30,6532079.125
16-05-2020 12.30,7107834.143
16-05-2020 12.30,6281462.75
16-05-2020 12.30,6325857.25
16-05-2020 12.30,7187890.714
16-05-2020 12.30,6194826.875
16-05-2020 12.30,7178838.429
16-05-2020 12.30,7121269.571
16-05-2020 12.30,7026633.571
16-05-2020 12.30,7048467.143
16-05-2020 12.30,6792435.571
16-05-2020 12.30,7017732.857
16-05-2020 12.30,6349257.857
16-05-2020 12.30,7125571.714
16-05-2020 12.45,6269024.857
16-05-2020 12.45,6193922.714
16-05-2020 12.45,6998014.714
16-05-2020 12.45,7612898.375
16-05-2020 12.45,7169240.125
16-05-2020 12.45,7216637.625
16-05-2020 12.45,7038788.714
16-05-2020 12.45,7190026.75
16-05-2020 12.45,6532359.857
16-05-2020 12.45,7108106.625
16-05-2020 12.45,6281739.714
16-05-2020 12.45,6326113.714
16-05-2020 12.45,7188151.875
16-05-2020 12.45,6195097.714
16-05-2020 12.45,7179062.75
16-05-2020 12.45,7121499.125
16-05-2020 12.45,7026902.75
16-05-2020 12.45,7048699.375
16-05-2020 12.45,6792713.125
16-05-2020 12.45,7018006.875
16-05-2020 12.45,6349507.5
16-05-2020 12.45,7125831.875
16-05-2020 13.00,6269269.625
16-05-2020 13.00,6194167.25
16-05-2020 13.00,6998258.25
16-05-2020 13.00,7613145.286
16-05-2020 13.00,7169512.286
16-05-2020 13.00,7216898
16-05-2020 13.00,7039029.25
16-05-2020 13.00,7190281.571
16-05-2020 13.00,6532628
16-05-2020 13.00,7108350.286
16-05-2020 13.00,6281990.125
16-05-2020 13.00,6326357.5
16-05-2020 13.00,7188398.571
16-05-2020 13.00,6195357.625
16-05-2020 13.00,7179270.571
16-05-2020 13.00,7121714.857
16-05-2020 13.00,7027164.143
16-05-2020 13.00,7048912
16-05-2020 13.00,6792978
16-05-2020 13.00,7018269.571
16-05-2020 13.00,6349739
16-05-2020 13.00,7126080.429
16-05-2020 13.15,6269508
16-05-2020 13.15,6194406.286
16-05-2020 13.15,6998502.857
16-05-2020 13.15,7613385.625
16-05-2020 13.15,7169757.75
16-05-2020 13.15,7217153.125
16-05-2020 13.15,7039271.714
16-05-2020 13.15,7190531.125
16-05-2020 13.15,6532886.571
16-05-2020 13.15,7108583.875
16-05-2020 13.15,6282235
16-05-2020 13.15,6326596.143
16-05-2020 13.15,7188635.75
16-05-2020 13.15,6195607.429
16-05-2020 13.15,7179483.25
16-05-2020 13.15,7121931.125
16-05-2020 13.15,7027407.125
16-05-2020 13.15,7049134.5
16-05-2020 13.15,6793221
16-05-2020 13.15,7018499.875
16-05-2020 13.15,6349963.625
16-05-2020 13.15,7126314.875
16-05-2020 13.30,6269738.143
16-05-2020 13.30,6194622.75
16-05-2020 13.30,6998724.875
16-05-2020 13.30,7613609.571
16-05-2020 13.30,7170006.286
16-05-2020 13.30,7217391.143
16-05-2020 13.30,7039494.625
16-05-2020 13.30,7190771.429
16-05-2020 13.30,6533136.375
16-05-2020 13.30,7108807.857
16-05-2020 13.30,6282454.875
16-05-2020 13.30,6326814.429
16-05-2020 13.30,7188869.571
16-05-2020 13.30,6195848.5
16-05-2020 13.30,7179700
16-05-2020 13.30,7122148.714
16-05-2020 13.30,7027646.857
